
int	   end	   flow		cost
6710	6711	10.590000	0.675000;	
6710	6712	396.025380	0.272273;	
6710	9569	303.392169	1.270481;	
6711	6710	200.373898	0.675033;	
6711	9578	101.337866	6.737000;	
6712	6709	307.140228	0.720193;	
6712	6710	113.608271	0.270043;	
6712	7070	92.125152	0.090006;	
6713	2232	338.600660	0.765303;	
6713	6734	2295.501278	1.034787;	
6713	11506	1303.518078	1.766390;	
6714	8656	52.028505	0.945026;	
6714	9264	30.044306	3.167001;	
6715	6716	0.000000	0.697500;	
6715	6717	1589.096707	1.046278;	
6715	9263	680.730600	3.119908;	
6716	6715	680.730600	0.702018;	
6716	9861	0.000000	1.853000;	
6717	6715	0.000000	0.877500;	
6717	9275	1589.096707	1.579889;	
6718	4425	586.982576	1.316620;	
6718	6298	463.615609	0.849727;	
6718	6721	338.447315	0.706392;	
6718	6884	592.161141	2.877843;	
6719	6720	171.406561	1.583491;	
6719	9269	618.240855	2.287210;	
6719	9278	422.682749	4.003396;	
6719	11934	28.239763	3.167001;	
6720	6719	178.198198	1.583574;	
6720	9268	0.470102	2.375000;	
6720	9279	175.832425	2.882990;	
6721	6312	907.536088	0.751816;	
6721	6718	313.197363	0.665566;	
6721	6722	469.966271	0.678045;	
6721	6888	583.820428	2.905002;	
6722	4394	480.118522	0.679433;	
6722	6341	686.383070	1.149646;	
6722	6721	565.960940	1.005717;	
6722	6724	703.825901	1.921734;	
6723	5169	143.688749	1.325197;	
6723	10421	507.597693	1.676693;	
6723	10427	400.438553	1.180301;	
6723	12793	490.541083	0.355104;	
6724	6722	751.277334	1.166567;	
6724	6892	1352.015684	0.853719;	
6724	10591	364.031047	0.666996;	
6725	2451	494.289782	0.758724;	
6725	4394	472.818802	0.705563;	
6725	6367	515.723856	0.522434;	
6725	6726	655.931179	1.135200;	
6726	6725	427.727345	1.051889;	
6726	6732	429.412311	0.752009;	
6726	6896	563.037823	1.524844;	
6726	10591	757.083940	0.746612;	
6727	6728	1426.825986	1.269586;	
6727	7721	2117.266730	0.791434;	
6727	10400	1956.247648	0.479859;	
6728	2277	376.650639	0.668913;	
6728	6727	1454.869137	1.222572;	
6728	7725	1887.517811	0.822925;	
6728	7727	1174.794493	0.521179;	
6729	2451	2415.203889	0.177350;	
6729	2453	612.648336	0.367844;	
6729	6367	612.714249	0.769107;	
6729	6369	2158.773493	0.588114;	
6730	6731	293.351134	1.757750;	
6730	7731	1666.600315	0.912223;	
6730	7739	656.724617	0.543115;	
6730	10401	88.461003	1.325410;	
6731	5205	293.351134	0.606850;	
6731	6730	93.333383	1.755101;	
6731	7751	456.973295	0.879419;	
6731	10402	75.376486	0.344556;	
6732	2451	2525.632006	1.004519;	
6732	6726	329.762904	0.665528;	
6732	12189	2618.802066	0.554188;	
6733	7761	1322.522415	0.210109;	
6733	8198	1689.911481	0.481201;	
6733	10403	167.015128	1.330695;	
6733	10404	393.477443	1.470448;	
6734	2267	2350.708082	0.605116;	
6734	6713	924.859278	0.772109;	
6734	9751	2471.317778	0.335068;	
6735	5880	1585.374410	0.182376;	
6735	6736	68.333922	1.351663;	
6735	7768	3249.063853	1.217206;	
6735	10404	219.024742	1.315008;	
6736	6735	324.089589	1.433867;	
6736	6737	44.933527	1.378031;	
6736	7773	2045.734795	1.735996;	
6736	10405	2101.995858	0.315727;	
6737	6736	131.934745	1.380307;	
6737	7433	44.933527	0.874502;	
6737	7775	1.902705	0.292500;	
6737	9155	544.302692	1.083695;	
6738	2407	341.678993	0.227962;	
6738	7656	819.167235	0.682075;	
6738	7657	571.905754	0.753926;	
6738	10392	770.397176	1.541653;	
6739	9083	124.626948	1.086726;	
6739	9084	2957.310729	0.575240;	
6739	10954	2404.860298	1.161967;	
6740	6741	39.288533	0.185502;	
6740	7660	47.426944	0.980502;	
6740	7668	2.010810	0.742000;	
6740	10392	691.732753	1.515993;	
6741	6740	725.116462	0.212762;	
6741	7667	710.695733	0.586896;	
6741	10393	1451.578065	0.216657;	
6742	7585	2476.592623	0.311634;	
6742	7587	1682.981368	0.903938;	
6742	10627	422.448146	1.104586;	
6743	6750	1241.537333	1.071231;	
6743	6759	405.636017	1.506133;	
6743	8352	358.159880	1.492497;	
6743	10346	1103.917974	0.865453;	
6744	5208	485.750661	0.105005;	
6744	7693	0.000000	0.157500;	
6745	6746	5.921021	0.318000;	
6745	6748	242.837004	0.585002;	
6745	7690	11.627556	0.609500;	
6746	6745	11.627556	0.318000;	
6746	7645	5.921021	0.503500;	
6747	6746	11.627556	0.382500;	
6747	7691	2413.260209	0.549932;	
6748	5209	1677.303396	0.693864;	
6749	2347	2035.377068	0.375621;	
6749	2349	1466.203192	0.564000;	
6750	6743	1136.913434	0.957334;	
6750	6761	430.597278	1.555005;	
6750	8351	393.532167	1.485462;	
6750	10350	1313.303203	1.335314;	
6751	6683	3321.496534	5.683108;	
6752	10229	1915.396779	0.851021;	
6752	10238	0.000000	5.390000;	
6753	4570	277.743613	0.849593;	
6753	5068	82.825440	0.135000;	
6753	7300	344.307320	1.029721;	
6754	3836	0.000000	1.325000;	
6754	6757	0.000000	1.722500;	
6754	11132	1552.438601	1.068050;	
6754	11138	632.985459	0.879200;	
6755	3908	288.559516	1.964521;	
6755	4586	0.605758	1.351500;	
6755	6756	0.018960	1.257000;	
6755	11147	550.233314	1.754134;	
6756	6755	0.000000	1.257000;	
6756	11148	578.644481	1.633787;	
6756	12648	785.268570	0.642220;	
6757	3885	0.852427	1.125000;	
6757	3889	0.000000	1.125000;	
6757	6754	0.000000	1.722500;	
6757	6758	0.000000	0.874500;	
6758	6757	0.000000	0.874500;	
6758	11127	46.294784	1.125020;	
6758	11133	17.338975	1.125000;	
6759	106	322.440000	0.062500;	
6759	6379	2218.579112	1.081320;	
6759	6743	470.637568	1.653245;	
6759	6761	2226.605930	1.431332;	
6759	8756	467.227890	1.680662;	
6760	4586	371.447994	0.918979;	
6760	7013	0.000000	2.767500;	
6760	12633	0.605758	1.957500;	
6761	6750	465.737133	1.639786;	
6761	6759	2141.756941	0.910134;	
6761	6917	2493.613050	1.270631;	
6761	10351	258.628438	0.967634;	
6762	1741	419.680000	0.757500;	
6762	2008	497.170056	4.384346;	
6762	10229	1056.875479	2.168674;	
6762	10243	538.265512	9.727411;	
6762	12020	356.813910	7.676713;	
6763	112	488.020000	0.062500;	
6763	4051	704.780938	1.067217;	
6763	4305	1905.241231	0.095080;	
6763	6434	1203.904014	2.318087;	
6763	8756	675.978988	0.087484;	
6764	5767	57.232324	4.350016;	
6764	11944	225.820548	3.805598;	
6764	12019	155.298288	4.350894;	
6765	6673	2274.682667	1.109028;	
6765	8528	2316.793691	0.317647;	
6765	12521	2866.156592	1.482744;	
6766	5779	32.985221	4.750002;	
6766	6767	157.004218	1.583346;	
6766	11945	124.742902	1.235107;	
6766	12019	236.064592	5.806361;	
6767	5780	245.601556	4.355589;	
6767	6766	248.993974	1.585186;	
6767	6768	96.356519	2.375074;	
6767	6775	59.102526	0.875004;	
6768	6767	178.411913	2.375865;	
6768	6769	96.356519	2.375074;	
6768	6775	0.000000	3.483000;	
6769	5783	157.365697	4.350942;	
6769	6768	178.411913	2.375865;	
6769	6770	59.097725	2.375010;	
6769	6778	129.313043	2.177208;	
6770	5786	0.000000	4.750000;	
6770	6769	143.328984	2.375360;	
6770	6807	59.097725	0.875004;	
6770	12018	0.000000	3.167000;	
6771	1742	46.390000	0.762500;	
6771	6772	9.307484	4.495000;	
6771	6776	46.170286	7.250012;	
6771	12019	176.679183	1.450499;	
6772	6771	5.923393	4.495000;	
6772	6776	208.516691	3.018013;	
6772	11945	93.057327	1.900051;	
6773	6779	2042.733005	0.866209;	
6773	6783	331.964339	1.603124;	
6773	8528	2905.946434	0.323278;	
6773	12100	838.956039	1.607918;	
6774	6775	184.953857	0.385165;	
6774	6777	93.565713	1.102030;	
6774	11945	166.956297	1.583442;	
6775	6767	184.953857	0.875374;	
6775	6768	0.000000	3.483000;	
6775	6774	59.102526	0.385002;	
6776	6771	84.043365	7.250128;	
6776	6772	83.749843	3.016052;	
6776	10251	254.686977	3.974450;	
6777	6774	351.910154	1.107968;	
6777	6778	7.627484	4.640000;	
6777	6782	85.938229	5.801149;	
6778	1743	219.960000	0.827500;	
6778	6769	192.448626	2.176054;	
6778	6777	113.762884	4.640274;	
6778	6782	336.800876	7.538014;	
6778	12018	366.448662	1.605157;	
6779	6773	2411.687586	0.727576;	
6779	8609	3162.847801	0.504399;	
6779	10593	1344.691477	1.362966;	
6779	10859	878.386851	1.760213;	
6780	6782	417.393471	4.690205;	
6780	10251	140.725117	3.946838;	
6780	10252	699.807743	0.434081;	
6781	6783	548.050799	0.462859;	
6781	8528	653.137765	3.029003;	
6781	9052	80.552401	0.662515;	
6781	10587	909.000098	1.733659;	
6782	1749	258.300000	0.820000;	
6782	6777	238.147269	5.806588;	
6782	6778	299.569769	7.533332;	
6782	6780	600.949687	8.284659;	
6782	6805	96.076470	9.744188;	
6783	6773	664.748648	2.999817;	
6783	6781	709.552145	0.356771;	
6783	9257	837.376975	0.564899;	
6783	10593	647.832261	1.307132;	
6784	6785	0.000000	2.900000;	
6784	12028	0.000000	8.043000;	
6785	6784	0.000000	2.900000;	
6785	11937	0.000000	10.614000;	
6786	6699	692.030591	1.278429;	
6786	6788	520.061621	0.446506;	
6786	9052	551.666119	0.695119;	
6786	12142	371.020696	0.669174;	
6787	7061	74.381685	9.817108;	
6787	11937	147.779664	3.167543;	
6787	12027	106.031217	10.007455;	
6788	6786	578.973647	0.336995;	
6788	6802	585.618663	1.092949;	
6788	9257	1986.202134	0.663982;	
6788	12141	1790.714774	0.638295;	
6789	6791	149.049454	8.121415;	
6789	6829	84.166026	5.263000;	
6789	9883	140.310398	1.710153;	
6790	9299	0.000000	4.370000;	
6790	9881	203.481609	5.803511;	
6790	12026	348.159680	0.422257;	
6791	6789	51.906095	8.120214;	
6791	6792	20.312643	2.390500;	
6791	9868	187.847088	1.450638;	
6792	6791	38.797634	2.390502;	
6792	9361	20.312643	2.375000;	
6792	9869	0.000000	1.583000;	
6793	6796	84.420981	2.407044;	
6793	9297	106.198049	1.583072;	
6793	9298	24.485909	1.298000;	
6793	9299	95.960718	3.325101;	
6794	6795	24.485909	0.210000;	
6794	9298	22.893136	2.375000;	
6795	6794	22.893136	0.210000;	
6795	9300	24.485909	0.875000;	
6796	6793	179.265632	2.407893;	
6796	6797	84.420981	0.875016;	
6797	6796	179.265632	0.875331;	
6797	11936	84.420981	0.805015;	
6798	9290	181.736765	3.041192;	
6798	9292	0.000000	2.977000;	
6798	9293	369.587220	1.303837;	
6798	9302	435.435278	2.405680;	
6799	6467	749.627122	0.488029;	
6799	9290	617.489756	1.829333;	
6799	9293	155.384903	1.520318;	
6800	9253	1366.497711	5.160728;	
6800	11933	1469.919330	6.528315;	
6800	12025	1382.171817	8.046945;	
6801	9855	0.000000	2.790000;	
6801	9879	0.000000	4.350000;	
6802	6788	458.630733	0.824425;	
6802	6954	753.374130	1.817568;	
6802	11952	1600.201763	0.594496;	
6802	12135	1005.372820	0.684079;	
6803	9615	535.788342	1.883882;	
6803	11937	223.317107	2.176910;	
6803	12028	40.205528	11.875011;	
6804	5397	111.093934	0.227513;	
6804	5398	31.630907	1.377500;	
6804	12020	202.693522	4.376661;	
6805	6782	147.830619	9.760898;	
6805	6987	96.076470	9.210323;	
6805	11881	0.000000	3.955000;	
6806	6831	2197.507063	0.447819;	
6806	6835	191.270946	1.414885;	
6806	10588	2453.426507	1.280937;	
6806	12142	644.737891	0.752289;	
6807	6770	143.328984	0.875135;	
6807	6953	59.097725	0.875004;	
6807	11880	0.000000	2.695000;	
6808	6809	2780.856381	0.010000;	
6809	7637	2780.856381	0.327012;	
6810	6811	2155.627820	0.010000;	
6811	8875	2155.627820	0.297229;	
6812	5135	710.518786	2.536789;	
6813	5132	473.054980	0.010000;	
6814	6815	1531.073605	0.010000;	
6815	12954	1531.073605	0.340982;	
6816	6817	3267.887857	0.387277;	
6816	6818	1965.035592	0.456664;	
6817	5144	3524.834698	1.406221;	
6818	6819	1965.035592	0.010000;	
6819	5143	1965.035592	0.456664;	
6820	6821	0.000000	0.292500;	
6820	10212	512.691000	0.945016;	
6821	5831	559.873354	0.747381;	
6821	10213	377.493209	0.765004;	
6822	6823	0.000000	0.382500;	
6822	6826	52.319333	3.958000;	
6823	6822	0.000000	0.382500;	
6823	6824	0.697300	0.720000;	
6823	9285	0.905300	1.267000;	
6824	6823	0.905300	0.720000;	
6824	6825	0.000000	0.382500;	
6824	12026	0.697300	1.260000;	
6825	3091	266.284396	0.442001;	
6825	6824	0.000000	0.382500;	
6826	6789	88.404303	5.263000;	
6826	6827	0.000000	0.382500;	
6827	6826	36.084970	0.382500;	
6827	6828	80.188391	0.560008;	
6827	9361	146.799224	1.393232;	
6828	6827	146.799224	0.560095;	
6828	6829	221.338370	0.382528;	
6828	9881	80.188391	3.483052;	
6829	6825	266.284396	3.958009;	
6829	6828	39.220000	0.382500;	
6830	1765	32.470000	0.700000;	
6830	7069	34.398606	4.495002;	
6830	12012	47.771394	4.930009;	
6831	6806	2434.821784	0.332845;	
6831	6838	1419.382202	1.350791;	
6831	10594	1534.057879	0.751097;	
6831	12141	2020.477792	0.685343;	
6832	6833	55.131394	1.522505;	
6832	11938	18.110000	2.987000;	
6832	12012	13.050010	4.292000;	
6833	2974	143.346545	1.436612;	
6833	6832	22.850010	1.522500;	
6833	6900	27.378939	6.967001;	
6834	6855	0.000000	5.829000;	
6834	6898	0.000000	6.075500;	
6834	11938	0.000000	6.235000;	
6835	6706	1873.334936	1.188355;	
6835	6806	444.153294	1.706446;	
6835	6838	1748.575924	0.491167;	
6835	6865	17.086036	1.298500;	
6836	6837	0.000000	4.350000;	
6836	6898	0.000000	3.277000;	
6836	6899	0.000000	6.249500;	
6837	3235	85.757273	1.450028;	
6837	6836	0.000000	4.350000;	
6837	6840	357.387538	6.373955;	
6838	6831	1814.494555	1.652840;	
6838	6835	1689.015606	0.391271;	
6838	6847	1345.160770	0.798342;	
6838	6866	1465.195808	1.203827;	
6839	6840	260.841576	4.642776;	
6839	6841	16.472451	0.525000;	
6839	11939	905.795423	3.171282;	
6840	3306	191.734303	1.464681;	
6840	6837	85.757273	6.017615;	
6840	6839	919.313214	4.942400;	
6840	6852	49.477161	4.234009;	
6841	6839	18.795462	0.525000;	
6841	6902	16.472451	2.900000;	
6841	12013	0.000000	6.808000;	
6842	6843	466.754980	0.090129;	
6842	6846	154.679712	3.698247;	
6842	6902	1037.275379	1.877171;	
6843	6842	710.518786	0.090692;	
6843	6844	0.000000	0.337500;	
6843	6845	466.754980	0.360515;	
6844	1781	0.000000	10.516500;	
6844	6843	710.518786	0.340094;	
6845	6843	0.000000	0.360000;	
6845	9163	473.054980	0.010000;	
6846	1768	69.200000	0.752500;	
6846	6842	397.769608	3.730187;	
6846	6848	141.109702	3.944552;	
6846	12013	7.833743	4.354500;	
6847	6838	1374.541794	0.805820;	
6847	10594	1998.788590	1.547642;	
6847	10595	494.302623	1.339709;	
6847	12179	2112.033588	0.383540;	
6848	6846	291.232110	3.954019;	
6848	6849	4.180000	2.137500;	
6848	6854	147.421303	1.050181;	
6849	6848	6.311601	2.137500;	
6849	6850	4.180000	2.312000;	
6850	6849	6.311601	2.312000;	
6850	6851	12.013743	2.770500;	
6850	12013	8.585890	1.067500;	
6851	3358	51.389303	1.085003;	
6851	6850	14.897492	2.770500;	
6851	6853	16.650000	2.465000;	
6852	6840	16.650000	4.234001;	
6852	6853	49.477161	0.140000;	
6853	6851	49.477161	2.465005;	
6853	6852	16.650000	0.140000;	
6854	6848	295.412110	1.052925;	
6854	7026	17.291601	3.435500;	
6854	7028	130.129702	4.845499;	
6855	6834	0.000000	5.829000;	
6855	12012	0.000000	1.319500;	
6856	6857	0.000000	0.157500;	
6856	6860	527.871787	0.225014;	
6857	4723	798.925735	0.202832;	
6857	6858	127.503369	0.292613;	
6858	4724	6.177133	0.255500;	
6858	6857	288.056182	0.319773;	
6858	6859	137.995458	0.587873;	
6858	7531	164.492559	1.181756;	
6859	4718	982.401603	0.278194;	
6859	6858	32.085817	0.585001;	
6859	11720	904.166529	0.248165;	
6860	4712	1.315645	0.360000;	
6860	6863	938.351502	0.382789;	
6861	4712	4985.403587	0.188224;	
6862	4714	4132.458873	0.193861;	
6862	6863	320.696563	0.405129;	
6863	4715	1197.834604	0.112721;	
6863	6862	61.213461	0.405000;	
6864	4713	961.427637	0.382759;	
6865	6835	464.214983	1.631615;	
6865	6866	472.378142	0.540950;	
6865	8380	17.006914	1.378001;	
6865	10589	384.439838	1.277399;	
6866	6838	1771.366819	1.577612;	
6866	6865	307.049848	0.424535;	
6866	8378	1507.701121	1.373240;	
6866	10595	590.907217	0.935466;	
6867	6868	3633.342683	0.010000;	
6868	2197	3633.342683	0.610933;	
6869	6870	2311.632465	0.010000;	
6870	2299	97.217641	1.012503;	
6870	2300	2214.414825	2.911401;	
6871	6877	1782.219229	0.103285;	
6871	9084	1486.775643	1.283642;	
6871	9086	1982.103728	0.153461;	
6871	10959	1373.687867	1.088457;	
6872	6873	543.549662	0.225380;	
6872	12386	2104.051355	1.190209;	
6873	5827	997.178026	0.338337;	
6873	5887	254.481943	0.556510;	
6873	6874	1676.137940	0.136579;	
6874	6872	2104.051355	0.337211;	
6874	6873	949.942656	0.135163;	
6874	10215	587.662801	0.495039;	
6875	5886	168.428808	0.540002;	
6875	10219	105.377758	0.562501;	
6876	5878	77.836424	1.237514;	
6876	5966	412.642621	1.012755;	
6876	10224	0.000000	1.800000;	
6876	11985	180.250994	2.818024;	
6877	3895	372.506772	1.965964;	
6877	6871	1368.230713	0.087436;	
6877	9086	538.907121	0.052648;	
6877	10963	1699.842511	1.089121;	
6878	5914	63.812116	0.990000;	
6878	5915	66.831920	0.855047;	
6878	11985	255.170388	1.147512;	
6879	6880	930.120240	1.060713;	
6879	10167	9.236050	0.530000;	
6879	11862	1431.581170	0.569160;	
6880	6879	1440.817220	1.075999;	
6880	11863	1316.049093	1.093949;	
6880	11882	531.073491	2.779283;	
6881	8267	754.338029	0.959221;	
6881	8272	627.863700	2.238234;	
6881	10961	1729.160162	0.332672;	
6882	6883	588.826004	0.396884;	
6882	6885	6.911419	1.351500;	
6882	8380	378.587688	1.462442;	
6882	10590	664.393555	1.540696;	
6883	6882	673.930308	0.264653;	
6883	6886	1490.442952	1.207811;	
6883	8378	1667.135300	1.484966;	
6883	10596	707.352727	0.840748;	
6884	6718	776.478009	2.085944;	
6884	6885	679.259086	0.788765;	
6884	6888	1504.786282	0.576283;	
6884	10590	2186.136902	1.318237;	
6885	6882	188.051847	1.352313;	
6885	6884	673.629031	1.459425;	
6885	6886	693.196824	0.459172;	
6885	6889	6.911419	0.662500;	
6886	6883	1671.490957	1.242901;	
6886	6885	673.629031	0.232997;	
6886	6887	982.434756	0.959357;	
6886	6890	1075.657269	0.569033;	
6887	6886	701.410975	1.472179;	
6887	6891	567.672528	1.042561;	
6887	10596	416.738632	1.346245;	
6887	12183	821.028569	1.001051;	
6888	6721	455.070265	2.326191;	
6888	6884	2120.483452	0.683069;	
6888	6889	855.254479	0.748817;	
6888	6892	1428.885552	0.593738;	
6889	6885	201.989585	0.663030;	
6889	6888	719.539798	1.446304;	
6889	6890	733.974973	0.522669;	
6889	6893	106.489267	0.689043;	
6890	6886	1518.161261	0.588422;	
6890	6889	719.877539	0.239385;	
6890	6891	687.202009	1.408537;	
6890	6894	965.346793	0.589407;	
6891	2836	1432.242216	0.305609;	
6891	6887	349.238389	0.667739;	
6891	6890	732.652345	1.626361;	
6891	10597	1391.583753	0.585015;	
6892	4392	1159.925277	0.667978;	
6892	6724	1113.726195	0.773069;	
6892	6888	2051.547240	0.609906;	
6892	6893	742.416775	0.842180;	
6893	4389	594.655462	0.553104;	
6893	6889	179.950185	0.689348;	
6893	6892	712.743223	1.425526;	
6893	6894	918.424909	0.444818;	
6894	4388	826.973744	0.564782;	
6894	6890	1348.303016	0.601772;	
6894	6893	886.238002	0.158295;	
6894	10597	681.941293	1.441391;	
6895	4387	656.645414	0.768592;	
6895	4388	704.268268	1.485453;	
6895	6903	433.241428	0.673727;	
6895	10597	633.694551	1.201939;	
6896	4392	1692.627029	0.623004;	
6896	6726	496.844877	1.012262;	
6896	6897	664.627969	0.550651;	
6896	10592	1112.714875	0.627912;	
6897	2835	579.234513	0.343835;	
6897	4391	773.042950	0.585345;	
6897	6896	762.515058	0.759898;	
6898	6834	0.000000	6.075500;	
6898	6836	0.000000	3.277000;	
6899	3033	0.000000	3.799000;	
6899	6836	0.000000	6.249500;	
6899	11938	0.000000	4.741500;	
6900	6460	201.356400	2.031178;	
6900	6833	113.685151	6.967418;	
6900	7069	105.974462	1.464565;	
6901	2835	610.826567	0.281277;	
6901	4388	1191.860032	0.572347;	
6901	6903	619.836412	0.714484;	
6901	6905	671.187454	0.588681;	
6902	6841	15.840802	2.900000;	
6902	6842	550.421677	0.701211;	
6902	11939	1021.434577	1.381424;	
6903	6895	448.425239	0.675385;	
6903	6901	624.842114	1.220383;	
6903	6906	422.593292	0.769187;	
6903	7895	506.326708	0.903039;	
6904	2829	2726.176865	0.325913;	
6904	6897	1036.645926	0.591307;	
6904	10592	3138.863720	0.721815;	
6905	2829	2391.062334	0.257160;	
6905	6901	1164.434439	0.594330;	
6905	6906	2378.679681	0.718723;	
6905	12370	510.190520	0.585344;	
6906	2830	2187.782041	0.319518;	
6906	6903	301.042890	0.665117;	
6906	6905	2298.357201	1.049222;	
6906	6907	442.728172	0.701733;	
6907	2826	259.645669	1.355407;	
6907	2842	525.348585	0.573132;	
6907	6906	423.471114	0.800880;	
6907	12370	542.707897	1.222251;	
6908	4440	2746.858496	0.991925;	
6908	4443	2127.282772	0.546101;	
6908	6909	293.436581	1.434439;	
6909	2068	309.982084	0.970741;	
6909	6908	255.439470	1.410410;	
6909	8311	361.019155	1.005496;	
6909	10605	479.380786	1.745789;	
6910	9115	1397.044825	1.753188;	
6910	9116	2009.180186	0.118225;	
6910	12042	621.658876	2.206147;	
6911	6983	1742.002925	0.629314;	
6911	10972	1569.914312	1.343342;	
6911	12089	383.907096	0.280182;	
6912	2824	47.364035	0.135000;	
6912	8336	710.615995	0.344633;	
6913	2823	1356.176585	0.322510;	
6913	8344	1633.638007	1.334192;	
6913	10350	1712.298045	0.771511;	
6914	2823	1182.775929	0.236320;	
6914	6915	1193.085685	0.721500;	
6914	8342	1061.560731	1.216074;	
6914	12757	9.057009	1.007000;	
6915	2820	1175.060968	0.233263;	
6915	6912	139.338751	1.007000;	
6915	6914	1209.567391	0.983807;	
6916	2812	1088.207378	0.233774;	
6916	2813	2180.999213	0.373172;	
6916	2815	1728.786166	0.610222;	
6916	6915	120.106626	0.832500;	
6916	12757	711.164789	0.492682;	
6917	6761	1974.754216	1.421062;	
6917	6919	2430.347453	0.309809;	
6917	7512	390.138787	0.321544;	
6917	10350	497.049223	1.698699;	
6918	113	559.870000	0.062500;	
6918	6920	2003.896757	0.354284;	
6918	7512	130.129381	0.318044;	
6918	10351	1806.901651	1.287300;	
6918	12840	138.238579	0.927663;	
6919	2818	1927.514641	0.249519;	
6919	6917	1979.744255	0.278038;	
6919	12384	1974.038964	0.303644;	
6920	2819	1958.940425	0.346971;	
